Pavadinimas,Metai,Trukmė,Žanras,Reitingas
Summer with Monika,1953,96 ,"Drama, Romance",7.5
Tokyo Story,1953,136 ,Drama,8.1
Ugetsu,1953,96 ,"Drama, Fantasy, War",8.2
The Wages of Fear,1953,131 ,"Adventure, Drama, Thriller",8.2
The War of the Worlds,1953,85 ,"Action, Sci-Fi, Thriller",7.0
The Wild One,1953,79 ,"Crime, Drama, Romance",6.7
Purple Noon,1960,118 ,"Crime, Drama, Thriller",7.7
Gervaise,1956,116 ,Drama,7.4
The 47 Ronin,1941,241 ,"Drama, History",7.2
Miss Oyu,1951,94 ,"Drama, Romance",7.4
The Woman of Rumour,1954,83 ,"Drama, Romance",7.4
A Geisha,1953,85 ,Drama,7.6
Street of Shame,1956,86 ,Drama,7.8
The Life of Oharu,1952,133 ,Drama,8.1
Late Spring,1949,108 ,Drama,8.2
Early Summer,1951,125 ,"Drama, Romance",8.1
An Autumn Afternoon,1962,113 ,Drama,8.0
Tokyo Twilight,1957,140 ,Drama,8.1
Late Autumn,1960,128 ,"Comedy, Drama",7.9
Floating Weeds,1959,119 ,Drama,7.9
"I Was Born, But...",1932,90 ,"Comedy, Drama",7.9
Good Morning,1959,94 ,"Comedy, Drama, Family",7.8
Equinox Flower,1958,118 ,"Comedy, Drama",7.8
The End of Summer,1961,103 ,Drama,7.7
Early Spring,1956,145 ,Drama,7.8
The Only Son,1936,87 ,Drama,7.7
A Story of Floating Weeds,1934,86 ,Drama,7.7
The Flavor of Green Tea Over Rice,1952,116 ,Drama,7.7
There Was a Father,1942,94 ,Drama,7.6
Record of a Tenement Gentleman,1947,72 ,Drama,7.7
An Inn in Tokyo,1935,80 ,Drama,7.5
A Hen in the Wind,1948,84 ,Drama,7.4
Playtime,1967,155 ,Comedy,7.8
Mon Oncle,1958,116 ,Comedy,7.7
The Illusionist,2010,80 ,"Animation, Drama, Fantasy",7.5
Jour de Fête,1949,70 ,Comedy,7.2
Brink of Life,1958,84 ,Drama,7.3
Summer Interlude,1951,96 ,"Drama, Romance",7.5
Sawdust and Tinsel,1953,93 ,Drama,7.4
Face to Face,1976,114 ,"Drama, Fantasy",7.5
Hour of the Wolf,1968,88 ,"Drama, Horror, Mystery",7.5
The Passion of Anna,1969,101 ,Drama,7.6
The Magician,1958,101 ,"Comedy, Drama",7.6
Smiles of a Summer Night,1955,109 ,"Comedy, Romance",7.7
The Silence,1963,96 ,Drama,7.8
Shame,1968,103 ,Drama,8.0
Through a Glass Darkly,1961,90 ,Drama,7.9
Winter Light,1963,81 ,Drama,8.0
The Virgin Spring,1960,89 ,Drama,8.0
Cries & Whispers,1972,91 ,Drama,8.0
Fanny and Alexander,1982,188 ,Drama,8.1
Persona,1966,83 ,"Drama, Thriller",8.1
Wild Strawberries,1957,91 ,"Drama, Romance",8.1
Autumn Sonata,1978,99 ,"Drama, Music",8.1
The Seventh Seal,1957,96 ,"Drama, Fantasy",8.1
Scenes from a Marriage,1974,169 ,Drama,8.3
A Star Is Born,1954,154 ,"Drama, Musical, Romance",7.5
La strada,1954,108 ,Drama,8.0
All That Heaven Allows,1955,89 ,"Drama, Romance",7.6
Bad Day at Black Rock,1955,81 ,"Crime, Drama, Mystery",7.7
Blackboard Jungle,1955,101 ,"Crime, Drama",7.4
The Court Jester,1955,101 ,"Adventure, Comedy, Family",7.8
Guys and Dolls,1955,150 ,"Comedy, Crime, Musical",7.1
Kiss Me Deadly,1955,106 ,"Crime, Film-Noir, Mystery",7.5
Lady and the Tramp,1955,76 ,"Animation, Adventure, Comedy",7.3
The Ladykillers,1955,91 ,"Comedy, Crime",7.6
Lola Montès,1955,116 ,"Biography, Drama, Romance",7.2
The Man from Laramie,1955,103 ,"Drama, Western",7.3
The Man with the Golden Arm,1955,119 ,"Crime, Drama, Romance",7.3
Mister Roberts,1955,123 ,"Comedy, Drama, War",7.6
The Night of the Hunter,1955,92 ,"Crime, Drama, Film-Noir",8.0
Oklahoma!,1955,145 ,"Comedy, Drama, Musical",7.0
Ordet,1955,126 ,Drama,8.3
Pather Panchali,1955,125 ,Drama,8.2
Picnic,1955,115 ,"Drama, Romance",7.0
Rebel Without a Cause,1955,111 ,Drama,7.6
Richard III,1955,161 ,"Biography, Drama, History",7.4
The Seven Year Itch,1955,105 ,"Comedy, Romance",7.1
Summertime,1955,100 ,"Comedy, Drama, Romance",7.1
Anastasia,1956,105 ,"Biography, Drama, History",7.0
The Adventures of Goopy and Bagha,1969,132 ,"Adventure, Comedy, Family",8.7
The World of Apu,1959,105 ,Drama,8.5
Sonar Kella,1974,136 ,"Adventure, Family, Mystery",8.3
The Middleman,1975,131 ,Drama,8.4
Aparajito,1956,110 ,Drama,8.2
Nayak: The Hero,1966,117 ,Drama,8.3
The Big City,1963,122 ,Drama,8.3
Charulata,1964,117 ,"Drama, Romance",8.1
Days and Nights in the Forest,1970,115 ,Drama,8.1
The Stranger,1991,97 ,Drama,8.0
Distant Thunder,1973,101 ,Drama,8.0
Joi Baba Felunath: The Elephant God,1979,112 ,"Adventure, Crime, Family",7.9
The Music Room,1958,95 ,"Drama, Music",7.9
Three Daughters,1961,114 ,"Comedy, Drama, Fantasy",7.9
Company Limited,1971,110 ,Drama,7.8
The Home and the World,1984,140 ,Drama,7.5
The Philosopher's Stone,1958,111 ,"Comedy, Fantasy",7.6
The Coward,1965,70 ,"Drama, Romance",7.6
The Chess Players,1977,129 ,"Comedy, Drama, History",7.5
The Branches of the Tree,1990,130 ,Drama,7.7
The Goddess,1960,93 ,Drama,7.7
Kanchenjungha, 1962,102 ,Drama,7.9
The Expedition,1962,150 ,Drama,7.9
Bigger Than Life,1956,95 ,Drama,7.4
Bob the Gambler,1956,98 ,"Crime, Drama, Thriller",7.6
The Burmese Harp,1956,116 ,"Drama, Music, War",8.0
Forbidden Planet,1956,98 ,"Adventure, Sci-Fi",7.5
Friendly Persuasion,1956,137 ,"Drama, Family, Romance",7.3
Giant,1956,201 ,"Drama, Western",7.6
The Killing,1956,84 ,"Crime, Drama, Film-Noir",7.9
The King and I,1956,133 ,"Biography, Drama, Musical",7.4
A Man Escaped,1956,101 ,"Drama, Thriller, War",8.2
Patterns,1956,83 ,Drama,7.7
The Red Balloon,1956,34 ,"Short, Comedy, Drama",8.1
The Searchers,1956,119 ,"Adventure, Drama, Western",7.8
The Ten Commandments,1956,220 ,"Adventure, Drama, Family",7.9
Written on the Wind,1956,99 ,Drama,7.4
An Affair to Remember,1957,115 ,"Drama, Romance",7.4
The Bridge on the River Kwai,1957,161 ,"Adventure, Drama, War",8.1
The Cranes Are Flying,1957,95 ,"Drama, Romance, War",8.3
I Want to Live!,1958,120 ,"Biography, Crime, Drama",7.5
Gigi,1958,115 ,"Comedy, Musical, Romance",6.6
Elevator to the Gallows,1958,91 ,"Crime, Drama, Thriller",7.9
The Defiant Ones,1958,96 ,"Crime, Drama",7.6
Cat on a Hot Tin Roof,1958,108 ,Drama,7.9
Cairo Station,1958,77 ,"Crime, Drama",7.5
The Big Country,1958,166 ,"Drama, Romance, Western",7.9
Auntie Mame,1958,143 ,"Comedy, Drama, Romance",7.9
Ashes and Diamonds,1958,103 ,"Drama, Romance, War",7.7
12 Angry Men,1957,96 ,"Crime, Drama",9.0
The Three Faces of Eve,1957,91 ,"Drama, Mystery",7.2
Sweet Smell of Success,1957,96 ,"Drama, Film-Noir",8.0
Sayonara,1957,147 ,"Drama, Romance",7.0
Peyton Place,1957,157 ,"Crime, Drama, Mystery",7.2
Paths of Glory,1957,88 ,"Drama, War",8.4
Nights of Cabiria,1957,110 ,Drama,8.1
Mother India,1957,172 ,"Action, Comedy, Drama",7.8
Gunfight at the O.K. Corral,1957,122 ,"Biography, Drama, Western",7.1
Funny Face,1957,103 ,"Comedy, Musical, Romance",7.0
Witness for the Prosecution,1957,116 ,"Crime, Drama, Mystery",8.4
The Apartment,1960,125 ,"Comedy, Drama, Romance",8.3
Some Like It Hot,1959,121 ,"Comedy, Music, Romance",8.2
Irma la Douce,1963,147 ,"Comedy, Romance",7.3
Love in the Afternoon,1957,130 ,"Comedy, Crime, Drama",7.1
The Private Life of Sherlock Holmes,1970,125 ,"Adventure, Comedy, Crime",7.0
Day of Wrath,1943,110 ,"Drama, History",8.1
Gertrud,1964,116 ,"Drama, Romance",7.3
8½,1963,138 ,Drama,8.0
La Dolce Vita,1960,174 ,"Comedy, Drama",8.0
Amarcord,1973,123 ,"Comedy, Drama",7.9
I Vitelloni,1953,104 ,"Comedy, Drama",7.8
Juliet of the Spirits,1965,137 ,"Comedy, Drama, Fantasy",7.5
The Ship Sails On,1983,128 ,"Drama, History, Music",7.5
The Swindle,1955,92 ,"Comedy, Crime, Drama",7.5
The Sand Pebbles,1966,182 ,"Adventure, Drama, Romance",7.5
West Side Story,1961,153 ,"Crime, Drama, Musical",7.6
The Haunting,1963,112 ,Horror,7.4
Somebody Up There Likes Me,1956,113 ,"Biography, Drama, Sport",7.5
Odds Against Tomorrow,1959,96 ,"Crime, Drama, Thriller",7.4
The Body Snatcher,1945,78 ,"Horror, Thriller",7.3
Born to Kill,1947,92 ,"Crime, Drama, Film-Noir",7.2
The Sound of Music,1965,172 ,"Biography, Drama, Family",8.1
The Set-Up,1949,73 ,"Crime, Film-Noir, Sport",7.8
The Lovers,1958,90 ,"Drama, Romance",7.2
Damage,1992,111 ,"Drama, Romance",6.7
May Fools,1990,107 ,"Comedy, Romance",7.2
Atlantic City,1980,104 ,"Crime, Drama, Romance",7.3
Vanya on 42nd Street,1994,119 ,"Comedy, Drama, Romance",7.3
"Lacombe, Lucien",1974,138 ,"Drama, War",7.6
Murmur of the Heart,1971,118 ,"Comedy, Drama",7.6
My Dinner with Andre,1981,110 ,"Comedy, Drama",7.7
The Fire Within,1963,108 ,Drama,7.9
Au revoir les enfants,1987,104 ,"Drama, War",8.0
The Land,1970,130 ,Drama,8.0
Saladin,1963,194 ,"Action, Adventure, Drama",7.5
The Blazing Sun,1954,105 ,"Crime, Drama, Romance",7.2
The Promised Land,1975,170 ,Drama,7.8
Man of Marble,1977,160 ,Drama,7.7
Danton,1983,136 ,"Biography, Drama, History",7.4
The Maids of Wilko,1979,118 ,"Drama, Romance",7.4
Man of Iron,1981,156 ,"Drama, History",7.3
Innocent Sorcerers,1960,83 ,"Drama, Music, Romance",7.3
Korczak,1990,118 ,"Biography, Drama, War",7.4
Network,1976,121 ,Drama,8.1
Dog Day Afternoon,1975,125 ,"Biography, Crime, Drama",8.0
Fail Safe,1964,112 ,"Drama, Thriller",8.0
The Offence,1973,112 ,"Crime, Drama, Thriller",6.9
Before the Devil Knows You're Dead,2007,117 ,"Crime, Drama, Thriller",7.3
Murder on the Orient Express,1974,128 ,"Crime, Drama, Mystery",7.2
Death on the Nile,1978,140 ,"Crime, Drama, Mystery",7.2
Prince of the City,1981,167 ,"Crime, Drama",7.4
Long Day's Journey Into Night,1962,174 ,Drama,7.5
Running on Empty,1988,116 ,"Crime, Drama, Music",7.6
King: A Filmed Record... Montgomery to Memphis,1969,185 ,"Documentary, Biography, History",8.2
The Pawnbroker,1964,116 ,Drama,7.7
The Verdict,1982,129 ,Drama,7.7
Serpico,1973,130 ,"Biography, Crime, Drama",7.7
The Hill,1965,123 ,"Drama, War",7.9
I Am Cuba,1964,141 ,Drama,8.2
Letter Never Sent,1960,96 ,"Adventure, Drama",7.8
Salt for Svanetia,1930,55 ,Documentary,7.6
True Friends,1954,100 ,"Adventure, Comedy, Drama",7.4
Balthazar,1966,95 ,Drama,7.8
Mouchette,1967,81 ,Drama,7.7
Pickpocket,1959,76 ,"Crime, Drama",7.6
L'Argent,1983,85 ,"Crime, Drama",7.4
A Gentle Woman,1969,88 ,"Drama, Romance",7.4
The Trial of Joan of Arc,1962,65 ,"Biography, Drama, History",7.4
Four Nights of a Dreamer,1971,87 ,"Drama, Romance",7.3
Angels of Sin,1943,80 ,Drama,7.3
"The Devil, Probably",1977,95 ,Drama,7.1
The Ladies of the Bois de Boulogne,1945,86 ,"Drama, Romance",7.2
Fires on the Plain,1959,108 ,"Drama, War",8.0
Separate Tables,1958,100 ,"Drama, Romance",7.4
Some Came Running,1958,137 ,"Drama, Romance",7.2
Touch of Evil,1958,95 ,"Crime, Drama, Film-Noir",8.0
Vertigo,1958,128 ,"Mystery, Romance, Thriller",8.3
Ben-Hur,1959,212 ,"Adventure, Drama",8.1
Black Orpheus,1959,100 ,"Drama, Musical, Romance",7.4
Saturday Night and Sunday Morning,1960,89 ,"Drama, Romance",7.5
Rocco and His Brothers,1960,179 ,"Crime, Drama, Sport",8.2
Psycho,1960,109 ,"Horror, Mystery, Thriller",8.5
Peeping Tom,1960,101 ,"Drama, Horror, Thriller",7.6
Inherit the Wind,1960,128 ,"Biography, Drama, History",8.1
Eyes Without a Face,1960,90 ,"Drama, Horror",7.6
Breathless,1960,90 ,"Crime, Drama",7.7
The Good Time Girls,1960,100 ,"Drama, Mystery, Romance",7.2
Black Sunday,1960,87 ,Horror,7.1
L'Avventura,1960,144 ,"Drama, Mystery, Romance",7.7
The Young Philadelphians,1959,136 ,Drama,7.4
"Suddenly, Last Summer",1959,114 ,"Drama, Mystery, Thriller",7.5
Sleeping Beauty,1959,75 ,"Animation, Adventure, Family",7.2
Shadows,1958,87 ,"Drama, Music, Romance",7.2
Room at the Top,1958,115 ,"Drama, Romance",7.5
Rio Bravo,1959,141 ,"Drama, Western",8.0
Ride Lonesome,1959,73 ,Western,7.1
Pillow Talk,1959,102 ,"Comedy, Romance",7.4
The Nun's Story,1959,149 ,Drama,7.5
North by Northwest,1959,136 ,"Action, Adventure, Mystery",8.3
Imitation of Life,1959,125 ,Drama,7.8
Hiroshima Mon Amour,1959,90 ,"Drama, Romance",7.8
The 400 Blows,1959,99 ,"Crime, Drama",8.1
The Diary of Anne Frank,1959,180 ,"Biography, Drama, Family",7.4
Elmer Gantry,1960,146 ,Drama,7.7
My Life to Live,1962,85 ,Drama,7.8
Band of Outsiders,1964,95 ,"Comedy, Crime, Drama",7.6
Pierrot le Fou,1965,110 ,"Crime, Drama, Romance",7.4
Contempt,1963,102 ,"Drama, Romance",7.5
A Woman Is a Woman,1961,84 ,"Comedy, Drama, Romance",7.3
Masculine Feminine,1966,103 ,"Drama, Romance",7.4
Alphaville,1965,99 ,"Drama, Mystery, Sci-Fi",7.0
This Man Must Die,1969,110 ,"Crime, Drama, Thriller",7.6
La Cérémonie,1995,111 ,"Crime, Drama, Thriller",7.5
Story of Women,1988,108 ,"Drama, History, Romance",7.5
The Unfaithful Wife,1969,98 ,"Drama, Thriller",7.4
The Butcher,1970,93 ,"Drama, Thriller",7.3
Violette,1978,124 ,"Crime, Drama, Thriller",7.1
La Notte,1961,122 ,Drama,8.0
L'Eclisse,1962,126 ,"Drama, Romance",7.7
Blow-Up,1966,111 ,"Drama, Mystery, Thriller",7.5
The Passenger,1975,126 ,"Drama, Thriller",7.5
Red Desert,1964,117 ,Drama,7.5
Il Grido,1957,116 ,Drama,7.6
Last Year at Marienbad,1961,94 ,"Drama, Mystery",7.7
My American Uncle,1980,125 ,"Comedy, Drama, Romance",7.6
Providence,1977,104 ,Drama,7.5
The War Is Over,1966,121 ,"Drama, War",7.3
Day for Night,1973,116 ,"Comedy, Drama, Romance",8.0
Jules and Jim,1962,105 ,"Drama, Romance",7.7
Small Change,1976,104 ,"Comedy, Drama",7.6
Stolen Kisses,1968,91 ,"Comedy, Drama, Romance",7.5
The Wild Child,1970,83 ,"Biography, Drama, History",7.5
Shoot the Piano Player,1960,92 ,"Crime, Drama, Thriller",7.4
The Soft Skin,1964,113 ,"Drama, Romance",7.5
Bed & Board,1970,97 ,"Comedy, Drama, Romance",7.4
The Man Who Loved Women,1977,120 ,"Comedy, Drama, Romance",7.4
The Last Metro,1980,131 ,"Drama, Romance, War",7.3
The Story of Adele H,1975,96 ,"Biography, Drama, History",7.2
The Bride Wore Black,1968,107 ,"Crime, Drama, Mystery",7.2
The Woman Next Door,1981,106 ,"Drama, Romance",7.2
Compulsion,1959,103 ,"Biography, Crime, Drama",7.4
Batman: Mask of the Phantasm,1993,76 ,"Animation, Action, Adventure",7.8
The Apartment,1996,116 ,"Drama, Mystery, Romance",7.3
The Visitors,1993,107 ,"Comedy, Fantasy",7.0
The Visitors II: The Corridors of Time,1998,118 ,"Comedy, Fantasy",6.1
Sumnjivo lice,1954,85 ,Comedy,7.9
Gospodja ministarka,1958,96 ,Comedy,7.8
The Dreams Came by Coach,1960,103 ,Comedy,7.3
Dr,1962,87 ,Comedy,7.7
Pop Cira i pop Spira,1957,82 ,"Comedy, Romance",7.4
Double Circle,1963,96 ,"Action, Thriller, War",7.3
Mars na Drinu,1964,107 ,"Action, Drama, History",8.4
Put oko sveta,1964,105 ,"Adventure, Comedy, Western",7.4
The Naughty Ones,1967,75 ,Drama,7.2
Noz,1967,85 ,"Crime, Thriller",7.3
Three,1965,80 ,"Drama, War",7.8
Man Is Not a Bird,1965,81 ,"Comedy, Drama, Romance",7.2
The Girl,1965,90 ,"War, Drama",7.5
The Enemy,1965,95 ,Drama,7.6
Orlovi rano lete,1966,91 ,"Adventure, Comedy, Family",7.7
The Return,1966,70 ,Drama,7.3
The Dream,1966,93 ,"Drama, War",7.4
The Rats Woke Up,1967,79 ,Drama,7.6
I Even Met Happy Gypsies,1967,94 ,Drama,7.7
Bokseri idu u raj,1967,88 ,"Comedy, Drama, Fantasy",7.6
"Love Affair, or The Case of the Missing Switchboard Operator",1967,70 ,"Comedy, Drama, Romance",7.3
When I Am Dead and Gone,1967,79 ,"Drama, Music",8.0
The Morning,1967,95 ,"Drama, War",7.2
The Feast,1967,83 ,"Drama, War",7.2
Divlje seme,1967,85 ,Drama,7.5
The Birch Tree,1967,92 ,"Drama, Romance",7.8
Noon,1968,84 ,Romance,7.6
The Trek,1968,83 ,"Drama, War",7.8
It Rains in My Village,1968,84 ,"Drama, Romance",7.2
Before the Truth,1968,91 ,Drama,7.1
Plastic Jesus,1971,73 ,Drama,6.6
Breakfast with the Devil,1971,87 ,Drama,7.1
Young and Healthy As a Rose,1971,76 ,Drama,7.2
The Secret Life of Nikola Tesla,1980,115 ,"Biography, Drama",7.2
All That Jack's,1980,83 ,"Comedy, Drama",8.1
Who's Singin' Over There?,1980,86 ,"Adventure, Comedy, Drama",8.7
The Days on Earth Are Flowing,1979,87 ,"Comedy, Drama",7.2
Occupation in 26 Pictures,1978,116 ,"Drama, Romance, War",7.4
Beach Guard in Winter,1976,90 ,"Comedy, Drama",7.2
Special Education,1977,110 ,Drama,8.3
Pas koji je voleo vozove,1977,91 ,"Comedy, Drama",7.2
Fragrance of Wild Flowers,1977,106 ,Drama,7.4
Walter Defends Sarajevo,1972,133 ,"Action, War",8.1
WR: Mysteries of the Organism,1971,84 ,"Comedy, Drama, Fantasy",6.7
The Bug Killer,1971,66 ,"Comedy, Drama",7.1
Handcuffs,1970,80 ,Drama,7.5
The Walled In,1969,94 ,Drama,7.8
Crows,1969,76 ,Drama,7.4
Early Works,1969,87 ,"Comedy, Drama",6.9
Sezona mira u Parizu,1981,102 ,Drama,6.0
The Ambush,1969,80 ,"Drama, Romance, War",7.8
Underground,1995,167 ,"Comedy, Drama, Fantasy",8.1
Three Tickets to Hollywood,1993,118 ,Comedy,7.8
Better Than Escape,1993,110 ,"Drama, Romance",7.5
Before the Rain,1994,113 ,"Drama, Romance, War",7.9
Premeditated Murder,1995,94 ,"Drama, Romance",8.1
"Pretty Village, Pretty Flame",1996,115 ,"Drama, History, War",8.6
The Officer with a Rose,1987,103 ,Romance,7.5
Reflections,1987,102 ,"Drama, Horror, Romance",7.7
In the Name of the People,1987,92 ,Drama,8.3
The Beauty of Vice,1986,105 ,Drama,7.9
Hey Babu Riba,1985,112 ,"Drama, Romance",7.7
When Father Was Away on Business,1985,136 ,Drama,7.7
Taiwan Canasta,1985,101 ,"Comedy, Drama",7.6
Jagode u grlu,1985,84 ,Drama,7.3
Life Is Beautiful,1985,104 ,Drama,7.8
Cudo nevidjeno,1984,92 ,Comedy,7.9
Pejzazi u magli,1984,114 ,Drama,7.1
Strangler vs. Strangler,1984,96 ,"Comedy, Crime, Horror",8.0
Balkan Spy,1984,95 ,"Comedy, Drama",8.8
The Elusive Summer of '68,1984,91 ,"Comedy, Drama, Romance",8.5
Time of the Gypsies,1988,142 ,"Comedy, Crime, Drama",8.1
The Glembays,1988,120 ,"Drama, Thriller",7.7
Something in Between,1982,105 ,"Drama, Romance",7.4
Balkan ekspres,1983,102 ,"Comedy, War",7.7
Variola Vera,1982,110 ,"Drama, History, Horror",8.1
The Death of Mister Goluza,1982,89 ,Drama,7.3
The Marathon Family,1982,92 ,"Comedy, Drama",8.8
You Love Only Once,1981,103 ,"Drama, War",7.2
The Fall of Italy,1981,114 ,"Drama, History, Romance",6.7
Banovic Strahinja,1981,105 ,"Action, Biography, Drama",7.6
Do You Remember Dolly Bell?,1981,110 ,"Comedy, Drama, Romance",7.5
Tango Argentino,1992,91 ,"Drama, Music",7.2
Virgina,1991,101 ,Drama,7.5
Noc u kuci moje majke,1991,96 ,Drama,6.8
"Disappearing Oasis, Last Oasis",1983,91 ,Documentary,9.4
Svet Koji Nestaje,1987,109 ,Documentary,9.5
Some Birds Can't Fly,1997,90 ,Drama,8.0
Gypsy Magic,1997,126 ,"Comedy, Drama",8.1
The Wounds,1998,103 ,"Comedy, Crime, Drama",8.0
"Black Cat, White Cat",1998,127 ,"Comedy, Crime, Romance",8.0
Wheels,1998,92 ,"Comedy, Drama, Thriller",7.5
The Knife,1999,135 ,Drama,8.5
The Meeting Point,1989,98 ,"Comedy, Drama, Fantasy",8.2
Circles,2013,112 ,Drama,7.7
Life Is a Miracle,2004,155 ,"Comedy, Romance, Music",7.5
The Border Post,2006,94 ,"Comedy, Drama",7.6
Seven and a Half,2006,106 ,"Comedy, Drama",7.9
The Trap,2007,106 ,"Crime, Drama, Thriller",7.9
Huddersfield,2007,95 ,Drama,8.3
The Enemy,2011,108 ,"Drama, Horror, Mystery",7.3
Innocence Unprotected,1968,75 ,"Documentary, Comedy, Drama",7.1
Petria's Wreath,1980,99 ,"Drama, Romance, War",8.2
Poseban tretman,1980,94 ,"Comedy, Drama",7.2
Tales from the Golden Age,2009,155 ,"Comedy, History",7.8
Portrait of the Fighter as a Young Man,2010,163 ,"Action, Drama, History",7.7
The Paper Will Be Blue,2006,95 ,"Action, Drama",7.6
Silent Wedding,2008,87 ,"Comedy, Drama, History",7.8
12:08 East of Bucharest,2006,89 ,"Comedy, Drama",7.3
Everybody in Our Family,2012,107 ,"Drama, Thriller",7.4
Aferim!,2015,108 ,"Adventure, Comedy, Drama",7.6
Bucharest Non Stop,2015,86 ,"Comedy, Drama",7.3
Why Me?,2015,125 ,"Drama, Thriller",7.5
Philanthropy,2002,110 ,"Comedy, Drama",8.4
The Rest is Silence,2007,114 ,"Comedy, Drama",8.1
Marilena from P7,2006,48 ,"Drama, Fantasy",7.9
California Dreamin',2007,155 ,"Comedy, Drama, War",7.7
The Autobiography of Nicolae Ceausescu,2010,180 ,"Documentary, Biography, History",7.5
Kapitalism: Our Improved Formula,2010,80 ,Documentary,7.6
Child's Pose,2013,112 ,Drama,7.4
Medal of Honor,2009,104 ,"Comedy, Drama",7.7
Occident,2002,105 ,"Comedy, Romance",7.5
How I Celebrated the End of the World,2006,106 ,Drama,7.1
Wedding in Bessarabia,2009,92 ,Comedy,7.5
Beyond the Hills,2012,152 ,Drama,7.5
The Concert,2009,119 ,"Comedy, Drama, Music",7.5
Niki and Flo,2003,99 ,Drama,7.4
"Bless You, Prison",2002,90 ,Drama,7.5
The Afternoon of a Torturer,2001,80 ,"Biography, Comedy, Drama",7.5
Gulliver's Travels,1939,76 ,"Animation, Adventure, Comedy",6.6
The Twelve Tasks of Asterix,1976,82 ,"Animation, Adventure, Comedy",7.6
Asterix Versus Caesar,1985,79 ,"Animation, Adventure, Comedy",6.8
The Many Adventures of Winnie the Pooh,1977,74 ,"Animation, Comedy, Family",7.5
The Rescuers Down Under,1990,77 ,"Animation, Adventure, Comedy",6.8
The Great Mouse Detective,1986,74 ,"Animation, Adventure, Family",7.1
The Fox and the Hound,1981,83 ,"Animation, Adventure, Drama",7.2
The Secret of NIMH,1982,82 ,"Animation, Adventure, Drama",7.5
Balto,1995,78 ,"Animation, Adventure, Drama",7.1
The Last Unicorn,1982,92 ,"Animation, Adventure, Drama",7.3
Babe,1995,91 ,"Comedy, Drama, Family",6.9
Willy Wonka & the Chocolate Factory,1971,100 ,"Family, Fantasy, Musical",7.8
Return to Oz,1985,113 ,"Adventure, Family, Fantasy",6.7
The NeverEnding Story,1984,102 ,"Adventure, Drama, Family",7.3
Mary Poppins,1964,139 ,"Comedy, Family, Fantasy",7.8
E.T. the Extra-Terrestrial,1982,115 ,"Adventure, Family, Sci-Fi",7.9
Who Framed Roger Rabbit,1988,104 ,"Animation, Adventure, Comedy",7.7
The Elm-Chanted Forest,1986,83 ,"Animation, Adventure, Family",8.0
An American Tail,1986,80 ,"Animation, Adventure, Comedy",6.9
My Neighbor Totoro,1988,86 ,"Animation, Comedy, Family",8.1
Grave of the Fireflies,1988,89 ,"Animation, Drama, War",8.5
The Land Before Time,1988,69 ,"Animation, Adventure, Drama",7.4
The Little Mermaid,1989,83 ,"Animation, Adventure, Family",7.6
The Magician's Hat,1990,75 ,"Animation, Family, Fantasy",8.4
Beauty and the Beast,1991,84 ,"Animation, Family, Fantasy",8.0
Aladdin,1992,90 ,"Animation, Adventure, Comedy",8.0
The Nightmare Before Christmas,1993,76 ,"Animation, Family, Fantasy",7.9
Coraline,2009,100 ,"Animation, Drama, Family",7.7
Tangled,2010,100 ,"Animation, Adventure, Comedy",7.7
Mulan,1998,87 ,"Animation, Adventure, Comedy",7.7
The Emperor's New Groove,2000,78 ,"Animation, Adventure, Comedy",7.4
The Lion King,1994,88 ,"Animation, Adventure, Drama",8.5
"Monsters, Inc.",2001,92 ,"Animation, Adventure, Comedy",8.1
How to Train Your Dragon,2010,98 ,"Animation, Action, Adventure",8.1
Toy Story,1995,81 ,"Animation, Adventure, Comedy",8.3
Toy Story 2,1999,92 ,"Animation, Adventure, Comedy",7.9
The Hunchback of Notre Dame,1996,91 ,"Animation, Drama, Family",7.0
Princess Mononoke,1997,134 ,"Animation, Action, Adventure",8.3
The Prince of Egypt,1998,99 ,"Animation, Adventure, Drama",7.2
